Gender,Nationality,Refugee Status,Disability status,Youth (18-35),Program Name,Sponsorship Type,Graduation Date,Cohort,Education Level,Placement Status,Graduation Year,Graduation Month
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Diploma,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Master's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,UACE,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Master's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Post Graduate Diploma,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,Yes,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Master's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Diploma,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Data Science & ML,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UCE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Javascript,10X Scholarship,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Javascript,Self-sponsored,2025-06-26,Feb 2025,Diploma,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Javascript,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Male,Ugandan,No,No,Yes,CSE - Javascript,Self-sponsored,2025-06-26,Feb 2025,Diploma,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Javascript,Self-sponsored,2025-06-26,Feb 2025,UACE,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Javascript,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Diploma,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UCE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UCE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Master's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UCE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,CSE - Python,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Certificate,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,UACE,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,UACE,Employed,2025,6
Male,Ugandan,No,No,Yes,CSE - Python,Self-sponsored,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Diploma,Employed,2025,6
Female,South Sudanese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Sudanese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Eritrean,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,Unknown,Open to work,2025,6
Male,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Male,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Male,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Open to work,2025,6
Male,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,Unknown,Open to work,2025,6
Male,Congolese,Yes,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,Certificate,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UCE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UCE,Open to work,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,Feb 2025,UACE,Open to work,2025,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Bachelor's Degree,Employed,2025,6
Female,Kenyan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,KSCE,Open to work,2025,6
Male,Sudanese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Certificate,Employed,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UCE,Open to work,2025,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Employed,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Diploma,Employed,2025,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Bachelor's Degree,Employed,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Open to work,2025,6
Male,Ugandan,No,No,Yes,Foundations of Software Development,Self-sponsored,2025-06-26,April 2025,UACE,Open to work,2025,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Bachelor's Degree,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Diploma,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Diploma,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Certificate,Employed,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Master's Degree,Employed,2025,6
Female,Sudanese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Bachelor's Degree,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UCE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,UACE,Open to work,2025,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-06-26,April 2025,Certificate,Open to work,2025,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,UCE,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,UCE,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,UCE,Open to work,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,UACE,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,May Special Cohort,UCE,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UCE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Open to work,2025,12
Female,Somali,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Open to work,2025,12
Female,Somali,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Open to work,2025,12
Female,Somali,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UCE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UCE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,UCE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2025-12-11,June 2025,Bachelor's Degree,Employed,2025,12
